,Class,Order,Family,Genus,Species,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,OperculumPresent,DorsalSpinesMax,DorsalSpinesMin,MaxLengthTL,Troph,DepthMin,DepthMax,TempPrefMin,TempPrefMax,FeedingPath,RepGuild1,RepGuild2,ParentalCare
Cercamia_sp,Teleostei,Kurtiformes,Apogonidae,Cercamia,Cercamia_sp,short and / or deep,0,0,1,reef-associated,0,7,6.5,4.636666616,3.25333333,7.666666667,40.66666667,24.35,28.8,benthic,bearers,external brooders,paternal
Cheilodipterus_arabicus,Teleostei,Kurtiformes,Apogonidae,Cheilodipterus,Cheilodipterus_arabicus,fusiform / normal,0,0,1,reef-associated,0,7,6.9,21.95999908,3.5,3,25,25,29,benthic,bearers,external brooders,paternal
Cheilodipterus_artus,Teleostei,Kurtiformes,Apogonidae,Cheilodipterus,Cheilodipterus_artus,short and / or deep,0,0,1,reef-associated,1,7,7,22.80999947,4.139999866,3,158,24.7,29,pelagic,bearers,external brooders,paternal
Cheilodipterus_intermedius,Teleostei,Kurtiformes,Apogonidae,Cheilodipterus,Cheilodipterus_intermedius,elongated,0,0,1,reef-associated,0,7,6,24.39999962,4.170000076,1,20,23.3,29.3,benthic,bearers,external brooders,paternal
Cheilodipterus_isostigma,Teleostei,Kurtiformes,Apogonidae,Cheilodipterus,Cheilodipterus_isostigma,elongated,0,0,1,reef-associated,0,7,7,11,4.199999809,4,40,27.7,29.1,pelagic,bearers,external brooders,paternal
Cheilodipterus_quinquelineatus,Teleostei,Kurtiformes,Apogonidae,Cheilodipterus,Cheilodipterus_quinquelineatus,fusiform / normal,0,0,1,reef-associated,0,7,7,13,3.890000105,0,40,24.9,29,benthic,bearers,external brooders,paternal
Cheilodipterus_singapurensis,Teleostei,Kurtiformes,Apogonidae,Cheilodipterus,Cheilodipterus_singapurensis,elongated,0,0,1,reef-associated,0,7,7,21.95999908,4.119999886,2,10,28,29.3,benthic,bearers,external brooders,paternal
Fibramia_amboinensis,Teleostei,Kurtiformes,Apogonidae,Fibramia,Fibramia_amboinensis,short and / or deep,1,1,1,reef-associated,1,7,7,8.539999962,3.670000076,2,5,25.4,29.3,benthic,bearers,external brooders,paternal
Fibramia_lateralis,Teleostei,Kurtiformes,Apogonidae,Fibramia,Fibramia_lateralis,short and / or deep,1,1,1,reef-associated,0,7,7,11,3.980000019,0,3,25.6,29.3,pelagic,bearers,external brooders,paternal
Fibramia_thermalis,Teleostei,Kurtiformes,Apogonidae,Fibramia,Fibramia_thermalis,elongated,0,0,1,reef-associated,0,7,7,8.5,3.5,0,20,24.9,29.3,benthic,bearers,external brooders,paternal
Foa_hyalina,Teleostei,Kurtiformes,Apogonidae,Foa,Foa_hyalina,short and / or deep,0,0,1,demersal,0,8,8,5.730000019,3.329999924,2,15,27.6,29.2,benthic,bearers,external brooders,paternal
Foa_fo,Teleostei,Kurtiformes,Apogonidae,Foa,Foa_fo,short and / or deep,0,0,1,reef-associated,0,9,9,4.269999981,3.24000001,0,82,24.2,29.2,benthic,bearers,external brooders,paternal
Foa_nivosa,Teleostei,Kurtiformes,Apogonidae,Foa,Foa_nivosa,short and / or deep,0,0,1,reef-associated,0,9,8,3.539999962,3.180000067,15,48,26.1,28.9,benthic,bearers,external brooders,paternal
Fowleria_aurita,Teleostei,Kurtiformes,Apogonidae,Fowleria,Fowleria_aurita,short and / or deep,0,0,1,reef-associated,1,8,8,9,3.5,1,37,24.6,29,benthic,bearers,external brooders,paternal
Fowleria_isostigma,Teleostei,Kurtiformes,Apogonidae,Fowleria,Fowleria_isostigma,short and / or deep,0,0,1,reef-associated,0,8,8,8.539999962,3.5,0,30,25.8,29.3,benthic,bearers,external brooders,paternal
Fowleria_marmorata,Teleostei,Kurtiformes,Apogonidae,Fowleria,Fowleria_marmorata,short and / or deep,0,0,1,reef-associated,1,8,8,7.5,3.460000038,0,37,25.7,29.3,benthic,bearers,external brooders,paternal
Fowleria_vaiulae,Teleostei,Kurtiformes,Apogonidae,Fowleria,Fowleria_vaiulae,short and / or deep,0,0,1,reef-associated,0,8,8,5,3.319999933,3,25,24.6,29.3,benthic,bearers,external brooders,paternal
Fowleria_variegata,Teleostei,Kurtiformes,Apogonidae,Fowleria,Fowleria_variegata,short and / or deep,0,0,1,reef-associated,1,8,8,8,3.5,0,27,25.3,29.3,benthic,bearers,external brooders,paternal
Gymnapogon_urospilotus,Teleostei,Kurtiformes,Apogonidae,Gymnapogon,Gymnapogon_urospilotus,elongated,0,0,1,reef-associated,0,7,7,3.289999962,3.150000095,0,18,26.9,29.3,pelagic,bearers,external brooders,paternal
Holapogon_maximus,Teleostei,Kurtiformes,Apogonidae,Holapogon,Holapogon_maximus,fusiform / normal,0,0,1,demersal,0,9,9,25,3.779999971,38,100,21.1,23.2,benthic,bearers,external brooders,paternal
Neamia_octospina,Teleostei,Kurtiformes,Apogonidae,Neamia,Neamia_octospina,short and / or deep,0,0,1,reef-associated,1,9,9,7,3.390000105,3,5,24.9,29.3,benthic,bearers,external brooders,paternal
Nectamia_bandanensis,Teleostei,Kurtiformes,Apogonidae,Nectamia,Nectamia_bandanensis,short and / or deep,0,0,1,reef-associated,1,8,8,10,3.279999971,1,34,25.9,29.3,benthic,bearers,external brooders,paternal
Nectamia_fusca,Teleostei,Kurtiformes,Apogonidae,Nectamia,Nectamia_fusca,short and / or deep,0,0,1,reef-associated,0,8,8,11.19999981,3.339999914,1,20,25.7,29.3,benthic,bearers,external brooders,paternal
Nectamia_luxuria,Teleostei,Kurtiformes,Apogonidae,Nectamia,Nectamia_luxuria,short and / or deep,0,0,1,reef-associated,0,8,8,9.390000343,3.269999981,0,11,26.5,29.3,benthic,bearers,external brooders,paternal
Nectamia_savayensis,Teleostei,Kurtiformes,Apogonidae,Nectamia,Nectamia_savayensis,short and / or deep,0,0,1,reef-associated,1,8,8,12.19999981,3.279999971,3,25,24.1,29.3,benthic,bearers,external brooders,paternal
Nectamia_similis,Teleostei,Kurtiformes,Apogonidae,Nectamia,Nectamia_similis,short and / or deep,0,0,1,reef-associated,0,8,8,7.690000057,3.24000001,0,20,28,29.3,benthic,bearers,external brooders,paternal
Nectamia_viria,Teleostei,Kurtiformes,Apogonidae,Nectamia,Nectamia_viria,short and / or deep,0,0,1,reef-associated,0,8,8,8.779999733,3.25999999,4,8,26.5,29.3,benthic,bearers,external brooders,paternal
Ostorhinchus_nanus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_nanus,elongated,0,0,1,reef-associated,0,7,7,7.320000172,3.400000095,3,20,28,29.2,benthic,bearers,external brooders,paternal
Ostorhinchus_neotes,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_neotes,elongated,0,0,1,reef-associated,0,7,7,3.289999962,3.150000095,3,25,26.3,29,benthic,bearers,external brooders,paternal
Ostorhinchus_angustatus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_angustatus,short and / or deep,0,0,1,reef-associated,1,8,8,11,3.299999952,6,65,25.3,28.8,benthic,bearers,external brooders,paternal
Ostorhinchus_aphanes,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_aphanes,fusiform / normal,0,0,1,reef-associated,0,8,8,5.440000057,3.309999943,8.136363636,73,24.47910448,28.6238806,benthic,bearers,external brooders,paternal
Ostorhinchus_apogonoides,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_apogonoides,elongated,0,0,1,reef-associated,1,8,8,10,3.5,3,60,24.5,29.1,benthic,bearers,external brooders,paternal
Ostorhinchus_cheni,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_cheni,fusiform / normal,0,0,1,reef-associated,0,8,8,15.85999966,3.640000105,70,100,14.5,23.4,benthic,bearers,external brooders,paternal
Ostorhinchus_compressus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_compressus,fusiform / normal,0,0,1,reef-associated,1,8,8,12,3.5,2,20,26.6,29.3,benthic,bearers,external brooders,paternal
Ostorhinchus_cyanosoma,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_cyanosoma,fusiform / normal,0,0,1,reef-associated,1,8,8,8,3.579999924,1,50,25,29.3,pelagic,bearers,external brooders,paternal
Ostorhinchus_dispar,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_dispar,elongated,0,0,1,reef-associated,0,8,8,6.099999905,3.349999905,18,58,27.2,28.3,benthic,bearers,external brooders,paternal
Ostorhinchus_fasciatus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_fasciatus,short and / or deep,0,0,1,reef-associated,1,8,8,12.60000038,3.630000114,2,128,24.6,29,benthic,bearers,external brooders,paternal
Ostorhinchus_franssedai,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_franssedai,elongated,0,0,1,reef-associated,0,8,8,9.149999619,3.470000029,13,40,27.1,28.9,benthic,bearers,external brooders,paternal
Ostorhinchus_hartzfeldii,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_hartzfeldii,elongated,0,0,1,reef-associated,0,8,7,12,3.559999943,1,28,27.6,29.3,benthic,bearers,external brooders,paternal
Ostorhinchus_jenkinsi,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_jenkinsi,short and / or deep,0,0,1,demersal,0,8,8,10.60999966,3.519999981,8,45,24.7,28.9,benthic,bearers,external brooders,paternal
Ostorhinchus_luteus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_luteus,fusiform / normal,0,0,1,reef-associated,1,8,8,5.389999866,3.549999952,1,49,28.1,29.1,benthic,bearers,external brooders,paternal
Ostorhinchus_melanoproctus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_melanoproctus,elongated,0,0,1,reef-associated,0,8,7,4.880000114,3.279999971,15,50,27.7,29.1,benthic,bearers,external brooders,paternal
Ostorhinchus_nigrofasciatus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_nigrofasciatus,elongated,0,0,1,reef-associated,1,8,8,10,3.569999933,3,50,25.4,28.9,benthic,bearers,external brooders,paternal
Ostorhinchus_novemfasciatus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_novemfasciatus,short and / or deep,0,0,1,reef-associated,1,8,8,10,4,1,4,25,29.3,pelagic,bearers,external brooders,paternal
Ostorhinchus_pleuron,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_pleuron,short and / or deep,0,0,1,reef-associated,0,8,8,12.68999958,3.569999933,3,91,25.2,29.1,benthic,bearers,external brooders,paternal
Ostorhinchus_sealei,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_sealei,elongated,0,0,1,reef-associated,1,8,8,10,3.5,3,25,27.6,29.3,benthic,bearers,external brooders,paternal
Ostorhinchus_selas,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_selas,fusiform / normal,0,0,1,reef-associated,0,8,7,4.880000114,3.279999971,3,72,24.5,28.8,benthic,bearers,external brooders,paternal
Ostorhinchus_semilineatus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_semilineatus,short and / or deep,0,1,1,reef-associated,1,8,8,12,3.559999943,3,100,22.1,28.9,benthic,bearers,external brooders,paternal
Ostorhinchus_taeniophorus,Teleostei,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus_taeniophorus,short and / or deep,0,0,1,reef-associated,1,8,8,11.5,3.539999962,0,15,25.1,29.3,benthic,bearers,external brooders,paternal
Pristiapogon_exostigma,Teleostei,Kurtiformes,Apogonidae,Pristiapogon,Pristiapogon_exostigma,fusiform / normal,0,0,1,reef-associated,0,8,8,12,3.720000029,3,40,25.3,29,benthic,bearers,external brooders,paternal
Pristiapogon_fraenatus,Teleostei,Kurtiformes,Apogonidae,Pristiapogon,Pristiapogon_fraenatus,short and / or deep,0,0,1,reef-associated,1,8,8,11,3.5,3,50,24.9,29.1,benthic,bearers,external brooders,paternal
Pristiapogon_kallopterus,Teleostei,Kurtiformes,Apogonidae,Pristiapogon,Pristiapogon_kallopterus,short and / or deep,0,1,1,reef-associated,1,8,8,15.5,3.599999905,3,158,23.9,28.9,benthic,bearers,external brooders,paternal
Pristicon_rhodopterus,Teleostei,Kurtiformes,Apogonidae,Pristicon,Pristicon_rhodopterus,short and / or deep,0,0,1,reef-associated,1,7,7,15,3.5,3,35,26.7,29.1,benthic,bearers,external brooders,paternal
Pristicon_rufus,Teleostei,Kurtiformes,Apogonidae,Pristicon,Pristicon_rufus,short and / or deep,0,0,1,reef-associated,0,7,7,9.760000229,3.380000114,15,80,24.3,28.4,benthic,bearers,external brooders,paternal
Pristicon_trimaculatus,Teleostei,Kurtiformes,Apogonidae,Pristicon,Pristicon_trimaculatus,fusiform / normal,0,0,1,reef-associated,1,7,7,17.28000069,3.5,1,35,25.9,29.3,benthic,bearers,external brooders,paternal
Pseudamia_amblyuroptera,Teleostei,Kurtiformes,Apogonidae,Pseudamia,Pseudamia_amblyuroptera,elongated,0,1,1,reef-associated,1,7,7,10.36999989,3.5,0,30,28.3,29.3,benthic,bearers,external brooders,paternal
Pseudamia_gelatinosa,Teleostei,Kurtiformes,Apogonidae,Pseudamia,Pseudamia_gelatinosa,elongated,0,0,1,reef-associated,1,7,7,11,3.519999981,1,64,24.7,29,benthic,bearers,external brooders,paternal
Pseudamia_hayashii,Teleostei,Kurtiformes,Apogonidae,Pseudamia,Pseudamia_hayashii,elongated,0,0,1,reef-associated,1,7,7,10,3.5,2,64,26.2,29,benthic,bearers,external brooders,paternal
Pseudamia_zonata,Teleostei,Kurtiformes,Apogonidae,Pseudamia,Pseudamia_zonata,elongated,0,0,1,reef-associated,1,7,7,21,3.5,10,35,26.4,29,benthic,bearers,external brooders,paternal
Rhabdamia_gracilis,Teleostei,Kurtiformes,Apogonidae,Rhabdamia,Rhabdamia_gracilis,fusiform / normal,0,0,1,reef-associated,1,7,7,7.400000095,3.25999999,3,91,25,29,pelagic,bearers,external brooders,paternal
Siphamia_cyanophthalma,Teleostei,Kurtiformes,Apogonidae,Siphamia,Siphamia_cyanophthalma,short and / or deep,0,0,1,benthopelagic,0,8,8,2.660000086,3.089999914,8.363636364,31,25.23888889,28.56111111,benthic,bearers,external brooders,paternal
Siphamia_jebbi,Teleostei,Kurtiformes,Apogonidae,Siphamia,Siphamia_jebbi,short and / or deep,0,0,1,reef-associated,0,8,8,3.029999971,3.130000114,14,29,24.7,28.9,benthic,bearers,external brooders,paternal
Siphamia_tubifer,Teleostei,Kurtiformes,Apogonidae,Siphamia,Siphamia_tubifer,short and / or deep,0,0,1,reef-associated,0,8,8,7,3.5,0,100,24.6,29.2,benthic,bearers,external brooders,paternal
Sphaeramia_nematoptera,Teleostei,Kurtiformes,Apogonidae,Sphaeramia,Sphaeramia_nematoptera,short and / or deep,0,0,1,reef-associated,1,8,7,8.5,3.220000029,1,14,26.3,29.3,benthic,bearers,external brooders,paternal
Sphaeramia_orbicularis,Teleostei,Kurtiformes,Apogonidae,Sphaeramia,Sphaeramia_orbicularis,short and / or deep,0,0,1,reef-associated,0,8,8,10,3.640000105,0,5,26.3,29.3,pelagic,bearers,external brooders,paternal
Taeniamia_biguttata,Teleostei,Kurtiformes,Apogonidae,Taeniamia,Taeniamia_biguttata,short and / or deep,0,0,1,reef-associated,0,7,7,11,3.539999962,0,33,26.9,29.3,benthic,bearers,external brooders,paternal
Taeniamia_fucata,Teleostei,Kurtiformes,Apogonidae,Taeniamia,Taeniamia_fucata,short and / or deep,0,0,1,reef-associated,1,7,7,10,3.5,2,60,25.1,29.1,benthic,bearers,external brooders,paternal
Taeniamia_macroptera,Teleostei,Kurtiformes,Apogonidae,Taeniamia,Taeniamia_macroptera,short and / or deep,0,0,1,reef-associated,0,7,7,9.5,3.5,2,20,25.2,29.3,benthic,bearers,external brooders,paternal
Taeniamia_zosterophora,Teleostei,Kurtiformes,Apogonidae,Taeniamia,Taeniamia_zosterophora,short and / or deep,0,0,1,reef-associated,1,7,7,8,3.5,1,40,26.1,29.3,benthic,bearers,external brooders,paternal
Taeniamia_buruensis,Teleostei,Kurtiformes,Apogonidae,Taeniamia,Taeniamia_buruensis,fusiform / normal,0,1,1,reef-associated,0,8,8,9.149999619,3.480000019,0,6,26.6,29.3,benthic,bearers,external brooders,paternal
Verulux_cypselurus,Teleostei,Kurtiformes,Apogonidae,Verulux,Verulux_cypselurus,fusiform / normal,0,0,1,reef-associated,0,7,7,6,3.5,2,15,26.9,29.3,benthic,bearers,external brooders,paternal
Yarica_hyalosoma,Teleostei,Kurtiformes,Apogonidae,Yarica,Yarica_hyalosoma,short and / or deep,1,1,1,demersal,1,7,7,17,3.609999895,0,2,25.4,29.3,benthic,bearers,external brooders,paternal
Zapogon_evermanni,Teleostei,Kurtiformes,Apogonidae,Zapogon,Zapogon_evermanni,fusiform / normal,0,0,1,reef-associated,0,7,7,15,3.630000114,5,70,25,28.8,benthic,bearers,external brooders,paternal
Zoramia_gilberti,Teleostei,Kurtiformes,Apogonidae,Zoramia,Zoramia_gilberti,short and / or deep,0,0,1,reef-associated,0,7,7,5.5,3.309999943,2,10,28.4,29.3,benthic,bearers,external brooders,paternal
Zoramia_leptacanthus,Teleostei,Kurtiformes,Apogonidae,Zoramia,Zoramia_leptacanthus,short and / or deep,0,0,1,reef-associated,1,7,7,6,3.5,1,12,26.6,29.3,benthic,bearers,external brooders,paternal
Zoramia_perlita,Teleostei,Kurtiformes,Apogonidae,Zoramia,Zoramia_perlita,short and / or deep,0,0,1,reef-associated,0,7,7,6.099999905,3.349999905,3,12,28.4,29.3,benthic,bearers,external brooders,paternal
Zoramia_viridiventer,Teleostei,Kurtiformes,Apogonidae,Zoramia,Zoramia_viridiventer,short and / or deep,0,0,1,reef-associated,0,7,7,5.159999847,3.289999962,0,50,24.6,29.3,benthic,bearers,external brooders,paternal
Ariomma_brevimanus,Teleostei,Scombriformes,Ariommatidae,Ariomma,Ariomma_brevimanus,fusiform / normal,0,0,1,benthopelagic,1,11,11,80,3.680000067,200,350,11.5,18.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Atherinomorus_endrachtensis,Teleostei,Atheriniformes,Atherinidae,Atherinomorus,Atherinomorus_endrachtensis,elongated,0,1,1,reef-associated,1,7,5,10.97999954,3.400000095,0,50,26.7,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Atherinomorus_sp,Teleostei,Atheriniformes,Atherinidae,Atherinomorus,Atherinomorus_sp,elongated,0,0,1,reef-associated,1,7.777777778,5.888888889,13.46444437,3.267777787,0.166666667,31.83333333,25.91666667,28.86666667,benthic,nonguarders,open water/substratum egg scatterers,none
Atherinomorus_lacunosus,Teleostei,Atheriniformes,Atherinidae,Atherinomorus,Atherinomorus_lacunosus,elongated,1,1,1,reef-associated,1,8,5,25,3.289999962,1,39,24.9,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Doboatherina_duodecimalis,Teleostei,Atheriniformes,Atherinidae,Doboatherina,Doboatherina_duodecimalis,elongated,0,1,1,demersal,0,7,5,13.42000008,3.309999943,0,4,26.9,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Hypoatherina_ovalaua,Teleostei,Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina_ovalaua,elongated,0,0,1,reef-associated,0,7,4,9.520000458,3.279999971,0,5,26.9,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Hypoatherina_barnesi,Teleostei,Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina_barnesi,elongated,0,0,1,reef-associated,1,8,6,10,3.289999962,0,5,26.8,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Hypoatherina_celebesensis,Teleostei,Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina_celebesensis,elongated,0,0,1,reef-associated,0,8,8,8.050000191,3.25,1,2,28.8,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Hypoatherina_temminckii,Teleostei,Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina_temminckii,elongated,0,0,1,reef-associated,0,8,6,12,3.410000086,0,8,25,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Stenatherina_panatela,Teleostei,Atheriniformes,Atherinidae,Stenatherina,Stenatherina_panatela,elongated,0,0,1,reef-associated,0,8,5,11,3.269999981,1,20,26.7,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Atherion_elymus,Teleostei,Atheriniformes,Atherionidae,Atherion,Atherion_elymus,elongated,0,0,1,reef-associated,1,6,4,6.400000095,3.400000095,0,3,26.2,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Aulostomus_chinensis,Teleostei,Syngnathiformes,Aulostomidae,Aulostomus,Aulostomus_chinensis,elongated,0,0,1,reef-associated,1,12,8,80,4.239999771,3,122,24.2,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Abalistes_stellatus,Teleostei,Tetraodontiformes,Balistidae,Abalistes,Abalistes_stellatus,short and / or deep,0,0,1,demersal,1,3,3,60,3.430000067,7,350,22.9,28.3,benthic,guarders,nesters,biparental
Balistapus_undulatus,Teleostei,Tetraodontiformes,Balistidae,Balistapus,Balistapus_undulatus,short and / or deep,0,0,1,reef-associated,1,3,3,30,3.369999886,2,50,25.1,29.1,benthic,guarders,nesters,biparental
Balistoides_conspicillum,Teleostei,Tetraodontiformes,Balistidae,Balistoides,Balistoides_conspicillum,short and / or deep,0,1,1,reef-associated,1,3,3,50,3.309999943,1,75,23.3,28.8,benthic,guarders,nesters,biparental
