"","X5","X6","X8","X24","X29"
"1166","Owstonia","ignota","Owstonia ignota","183m",NA
"1167","Plectroglyphidodon","dickii","Plectroglyphidodon dickii","1-15m","1"
"1168","Plectroglyphidodon","imparipennis","Plectroglyphidodon imparipennis","1-15m","1"
"1169","Plectroglyphidodon","johnstonianus","Plectroglyphidodon johnstonianus","1-≥21m","1"
"1170","Stegastes","lacrymatus","Plectroglyphidodon lacrymatus","1-40m","1"
"1171","Plectroglyphidodon","leucozonus","Plectroglyphidodon leucozonus","0-10m","1"
"1172","Plectroglyphidodon","phoenixensis","Plectroglyphidodon phoenixensis","1-8m","1"
"1173","Stegastes","albifasciatus","Stegastes albifasciatus","0-2m","1"
"1174","Plectroglyphidodon","fasciolatus","Stegastes fasciolatus","0-42m, us <5m","1"
"1175","Stegastes","nigricans","Stegastes nigricans","1-12m(1-20m)","1"
"1176","Stegastes","fasciolatus","Stegastes pr nsp","0-42m, us <5m",NA
"1177","Stegastes","punctatus","Stegastes pr nsp","1-5m","1"
"1178","Lepidozygus","tapeinosoma","Lepidozygus tapeinosoma","5-25m(3-45m)","1"
"1179","Chromis","abyssus","Chromis abyssus","107-141(pos 150)m","1"
"1180","Pycnochromis","acares","Chromis acares","2-47m","1"
"1181","Pycnochromis","agilis","Chromis agilis","3-≥111m","1"
"1182","Chromis","alpha","Chromis alpha","18-105m","1"
"1183","Pycnochromis","amboinensis","Chromis amboinensis","5-65m","1"
"1184","Chromis","anadema","Chromis anadema","10-40m","1"
"1185","Chromis","analis","Chromis analis","10-70m","1"
"1186","Chromis","atripectoralis","Chromis atripectoralis","2-15m","1"
"1187","Pycnochromis","atripes","Chromis atripes","2-40m","1"
"1188","Azurina","brevirostris","Chromis brevirostris","42-120m","1"
"1189","Pycnochromis","caudalis","Chromis caudalis","20-60m","1"
"1190","Chromis","circumaurea","Chromis circumaurea","98-≥121m",NA
"1191","Chromis","degruyi","Chromis degruyi","85-120m","1"
"1192","Pycnochromis","delta","Chromis delta","10-80m","1"
"1193","Chromis","earina","Chromis earina","70-116m","1"
"1194","Azurina","elerae","Chromis elerae","12-77m","1"
"1195","Azurina","lepidolepis","Chromis lepidolepis","2-20m","1"
"1196","Pycnochromis","leucurus","Chromis leucura","(2)29-122m",NA
"1197","Pycnochromis","lineatus","Chromis lineata","2-10m","1"
"1198","Pycnochromis","margaritifer","Chromis margaritifer","2-100m","1"
"1199","Pycnochromis","retrofasciatus","Chromis retrofasciata","5-65m","1"
"1200","Chromis","scotochiloptera","Chromis scotochiloptera","5-20m","1"
"1201","Chromis","sp Blue eye",NA,NA,NA
"1202","Chromis","albomaculata","Chromis albomaculata","119-141m","1"
"1203","Chromis","sp","Chromis sp","85-100m","1"
"1204","Chromis","ternatensis","Chromis ternatensis","2-≥71m","1"
"1205","Pycnochromis","vanderbilti","Chromis vanderbilti","2-20m","1"
"1206","Chromis","viridis","Chromis viridis","0.5-20m","1"
"1207","Chromis","weberi","Chromis weberi","3-40m","1"
"1208","Chromis","xanthochira","Chromis xanthochira","10-48m","1"
"1209","Chromis","xanthura","Chromis xanthura","3-40m","1"
"1210","Dascyllus","aruanus","Dascyllus aruanus","1-20m","1"
"1211","Dascyllus","melanurus","Dascyllus melanurus","1-68m","1"
"1212","Dascyllus","reticulatus","Dascyllus reticulatus","1-50m","1"
"1213","Dascyllus","trimaculatus","Dascyllus trimaculatus","1-55m(1-65m)","1"
"1214","Abudefduf","caudobimaculatus","Abudefduf caudobimaculatus","1-8m",NA
"1215","Abudefduf","lorenzi","Abudefduf lorenzi","1-6m","1"
"1216","Abudefduf","notatus","Abudefduf notatus","1-12m","1"
"1217","Abudefduf","septemfasciatus","Abudefduf septemfasciatus","0-≥11m","1"
"1218","Abudefduf","sexfasciatus","Abudefduf sexfasciatus","1-15m","1"
"1219","Abudefduf","sordidus","Abudefduf sordidus","0-5m","1"
"1220","Abudefduf","vaigiensis","Abudefduf vaigiensis","0.3-15m","1"
"1221","Amphiprion","biaculeatus","Premnas biaculeatus","1-18m","1"
"1222","Amphiprion","chrysopterus","Amphiprion chrysopterus","1-≥31m","1"
"1223","Amphiprion","clarkii","Amphiprion clarkii","1-≥61m","1"
"1224","Amphiprion","frenatus","Amphiprion frenatus","1-15m","1"
"1225","Amphiprion","melanopus","Amphiprion melanopus","1-20m","1"
"1226","Amphiprion","ocellaris","Amphiprion ocellaris","1-15m","1"
"1227","Amphiprion","perideraion","Amphiprion perideraion","2-52m","1"
"1228","Amphiprion","sandaracinos","Amphiprion sandaracinos","3-20m","1"
"1229","Amphiprion","tricinctus","Amphiprion tricinctus","3-40m",NA
"1230","Amblyglyphidodon","aureus","Amblyglyphidodon aureus","2-60m","1"
"1231","Amblyglyphidodon","batunaorum","Amblyglyphidodon batunai","2-12m","1"
"1232","Amblyglyphidodon","curacao","Amblyglyphidodon curacao","1-40m","1"
"1233","Amblyglyphidodon","leucogaster","Amblyglyphidodon leucogaster","2-45m","1"
"1234","Amblyglyphidodon","ternatensis","Amblyglyphidodon ternatensis","1-12m","1"
"1235","Cheiloprion","labiatus","Cheiloprion labiatus","1-3m","1"
"1236","Chrysiptera","biocellata","Chrysiptera biocellata","0-5m","1"
"1237","Chrysiptera","caeruleolineata","Chrysiptera caeruleolineata","24-65m",NA
"1238","Chrysiptera","ellenae","Chrysiptera ellenae",NA,"1"
"1239","Chrysiptera","cyanea","Chrysiptera cyanea","0-10m","1"
"1240","Chrysiptera","glauca","Chrysiptera glauca","0-2m","1"
"1241","Chrysiptera","brownriggii","Chrysiptera leucopoma","0-12m","1"
"1242","Chrysiptera","oxycephala","Chrysiptera oxycephala","1-16m","1"
"1243","Chrysiptera","rex","Chrysiptera rex","1-6m","1"
"1244","Chrysiptera","rollandi","Chrysiptera rollandi","2-45m","1"
"1245","Chrysiptera","talboti","Chrysiptera talboti","6-35m","1"
"1246","Chrysiptera","traceyi","Chrysiptera traceyi","5-30m","1"
"1247","Chrysiptera","tricincta","Chrysiptera tricincta","10-40m",NA
"1248","Chrysiptera","unimaculata","Chrysiptera unimaculata","0-3m","1"
"1249","Dischistodus","chrysopoecilus","Dischistodus chrysopoecilus","1-5m","1"
"1250","Dischistodus","fasciatus","Dischistodus fasciatus","1-8m","1"
"1251","Dischistodus","melanotus","Dischistodus melanotus","1-10m","1"
"1252","Dischistodus","perspicillatus","Dischistodus perspicillatus","1-10m","1"
"1253","Hemiglyphidodon","plagiometopon","Hemiglyphidodon plagiometopon","1-20m","1"
"1254","Neoglyphidodon","melas","Neoglyphidodon melas","1-12m","1"
"1255","Neoglyphidodon","mitratus","Neoglyphidodon mitratus","10-45m","1"
"1256","Neoglyphidodon","nigroris","Neoglyphidodon nigroris","2-25m","1"
"1257","Neoglyphidodon","thoracotaeniatus","Neoglyphidodon thoracotaeniatus","15-45m","1"
"1258","Neopomacentrus","azysron","Neopomacentrus azysron","1-12m","1"
"1259","Neopomacentrus","nemurus","Neopomacentrus nemurus","1-10m","1"
"1260","Neopomacentrus","taeniurus","Neopomacentrus taeniurus","0-3m(0.5-10m)","1"
"1261","Neopomacentrus","violascens","Neopomacentrus violascens","5-25m","1"
"1262","Pomacentrus","adelus","Pomacentrus adelus","0-8m","1"
"1263","Pomacentrus","albiaxillaris","Pomacentrus albiaxillaris","4-12m","1"
"1264","Pomacentrus","amboinensis","Pomacentrus amboinensis","2-45m","1"
"1265","Pomacentrus","auriventris","Pomacentrus auriventris","2-35m","1"
"1266","Pomacentrus","bankanensis","Pomacentrus bankanensis","0-12m","1"
"1267","Pomacentrus","bipunctatus","Pomacentrus bipunctatus","5-43m",NA
"1268","Pomacentrus","brachialis","Pomacentrus brachialis","6-60m","1"
"1269","Pomacentrus","burroughi","Pomacentrus burroughi","2-16m","1"
"1270","Pomacentrus","chrysurus","Pomacentrus chrysurus","0-3m","1"
"1271","Pomacentrus","coelestis","Pomacentrus coelestis","1-12m",NA
"1272","Pomacentrus","emarginatus","Pomacentrus emarginatus","4-12m",NA
"1273","Pomacentrus","flavoaxillaris","Pomacentrus flavoaxillaris","1-12m","1"
"1274","Pomacentrus","grammorhynchus","Pomacentrus grammorhynchus","2-12m","1"
"1275","Pomacentrus","javanicus","Pomacentrus javanicus","10-18m","?"
"1276","Pomacentrus","lepidogenys","Pomacentrus lepidogenys","1-12m","1"
"1277","Pomacentrus","micronesicus","Pomacentrus micronesicus","5-20m","1"
"1278","Pomacentrus","moluccensis","Pomacentrus moluccensis","1-14m;41-≥51mPo","1"
"1279","Pomacentrus","nagasakiensis","Pomacentrus nagasakiensis","5-40m","1"
"1280","Pomacentrus","nigromanus","Pomacentrus nigromanus","6-60m","1"
"1281","Pomacentrus","nigromarginatus","Pomacentrus nigromarginatus","20-75m","1"
"1282","Pomacentrus","pavo","Pomacentrus pavo","1-20+m","1"
"1283","Pomacentrus","reidi","Pomacentrus reidi","3-70m","1"
"1284","Pomacentrus","simsiang","Pomacentrus simsiang","0-10m","1"
"1285","Pomacentrus","taeniometopon","Pomacentrus taeniometopon","0-5m","1"
"1286","Pomacentrus","vaiuli","Pomacentrus vaiuli","1-45m","1"
"1287","Pomacentrus","yoshii","Pomacentrus yoshii","1.5-22m",NA
"1288","Pomachromis","exilis","Pomachromis exilis","8-12m",NA
"1289","Pomachromis","guamensis","Pomachromis guamensis","3-33m",NA
"1290","Bodianus","anthioides","Bodianus anthioides","4-≥71m","1"
"1291","Bodianus","axillaris","Bodianus axillaris","2-80m","1"
"1292","Bodianus","bilunulatus","Bodianus bilunulatus","3-160m","1"
"1293","Bodianus","bimaculatus","Bodianus bimaculatus","28-105m","1"
"1294","Bodianus","dictynna","Bodianus dictynna","5-≥61m","1"
"1295","Bodianus","leucosticticus","Bodianus leucosticticus","25-200m","1"
"1296","Bodianus","loxozonus","Bodianus loxozonus loxozonus","3-50m","1"
"1297","Bodianus","masudai","Bodianus masudai","30-113m","1"
"1298","Bodianus","mesothorax","Bodianus mesothorax","1-75m","1"
"1299","Bodianus","neopercularis","Bodianus neopercularis",">32m","1"
"1300","Bodianus","paraleucosticticus","Bodianus paraleucostictus","45-115m;50-310m(Ch)","1"
"1301","Bodianus","sepiacaudus","Bodianus sepiacaudus","25-75m","1"
"1302","Bodianus","tanyokidus","Bodianus tanyokidus","100m",NA
"1303","Bodianus","thoracotaeniatus","Bodianus thoracotaeniatus","320-395m (300-600m Marianas)",NA
"1304","Choerodon","anchorago","Choerodon anchorago","1-67m","1"
"1305","Choerodon","fasciatus","Choerodon fasciatus","1-30m","1"
"1306","Xiphocheilus","typus","Choerodon typus","15-85m","1"
"1307","Decodon","pacificus","Decadon pacificus",NA,"1"
"1308","Polylepion","russelli","Polylepion russelli","92-318m",NA
"1309","Terelabrus","rubrovittatus","Terelabrus rubrovittatus","25-140m","1"
"1310","Cheilinus","chlorourus","Cheilinus chlorourus","1-30m","1"
"1311","Cheilinus","fasciatus","Cheilinus fasciatus","3-75m","1"
"1312","Cheilinus","oxycephalus","Cheilinus oxycephalus","1-40m","1"
"1313","Cheilinus","trilobatus","Cheilinus trilobatus","1-45m","1"
"1314","Cheilinus","undulatus","Cheilinus undulatus","1-60m","1"
"1315","Epibulus","brevis","Epibulus brevis","1-60m","1"
"1316","Epibulus","insidiator","Epibulus insidiator","1-≥51m","1"
"1317","Oxycheilinus","arenatus","Oxycheilinus arenatus","20-105m","1"
"1318","Oxycheilinus","bimaculatus","Oxycheilinus bimaculatus","2-≥111m","1"
"1319","Oxycheilinus","celebicus","Oxycheilinus celebicus","3-45m","1"
"1320","Oxycheilinus","digramma","Oxycheilinus digramma","3-120m","1"
"1321","Oxycheilinus","orientalis","Oxycheilinus orientalis","8-105m","1"
"1322","Oxycheilinus","celebicus","Oxycheilinus oxyrhinchus","3-30m","1"
"1323","Oxycheilinus","unifasciatus","Oxycheilinus unifasciatus","1-161m","1"
"1324","Wetmorella","albofasciata","Wetmorella albofasciata","5-42m","1"
"1325","Wetmorella","nigropinnata","Wetmorella nigropinnata","1-36m","1"
"1326","Cirrhilabrus","balteatus","Cirrhilabrus balteatus",NA,NA
"1327","Cirrhilabrus","exquisitus","Cirrhilabrus exquisitus","2-45m","1"
"1328","Cirrhilabrus","earlei","Cirrhilabrus earlei","55-≥101m","1"
"1329","Cirrhilabrus","flavidorsalis","Cirrhilabrus flavidorsalis","12-30m","1"
"1330","Cirrhilabrus","johnsoni","Cirrhilabrus johnsoni","25m","1"
"1331","Cirrhilabrus","katherinae","Cirrhilabrus katherinae","10-≥41m","1"
"1332","Cirrhilabrus","lubbocki","Cirrhilabrus lubbocki","4-45m","1"
"1333","Cirrhilabrus","luteovittatus","Cirrhilabrus luteovittatus","8-30m",NA
"1334","Cirrhilabrus","sp","Cirrhilabrus sp","66-90m","1"
"1335","Cirrhilabrus","rhomboidalis","Cirrhilabrus rhomboidalis","18-≥91m","1"
"1336","Cirrhilabrus","roseafascia","Cirrhilabrus roseofascia","30-112m","1"
"1337","Cirrhilabrus","rubrimarginatus","Cirrhilabrus rubrimarginatus","22-65m","1"
"1338","Cirrhilabrus","ryukyuensis","Cirrhilabrus ryukyuensis","2-60m","1"
"1339","Cirrhilabrus","tonozukai","Cirrhilabrus tonozukai","15-40m","1"
"1340","Paracheilinus","bellae","Paracheilinus bellae","15-31m","1"
"1341","Paracheilinus","carpenteri","Paracheilinus carpenteri","12-45m","1"
"1342","Pseudocheilinops","ataenia","Pseudocheilinops ataenia","5-25m","1"
"1343","Pseudocheilinus","evanidus","Pseudocheilinus evanidus","3-143m","1"
"1344","Pseudocheilinus","hexataenia","Pseudocheilinus hexataenia","0.5-35m","1"
"1345","Pseudocheilinus","ocellatus","Pseudocheilinus ocellatus","20-≥91m","1"
"1346","Pseudocheilinus","octotaenia","Pseudocheilinus octotaenia","2-50m","1"
"1347","Pseudocheilinus","tetrataenia","Pseudocheilinus tetrataenia","5-44m","1"
"1348","Pteragogus","cryptus","Pteragogus cryptus","2-69m","1"
"1349","Pteragogus","enneacanthus","Pteragogus enneacanthus","3-25m","1"
"1350","Pteragogus","guttatus","Pteragogus guttatus","2-12m","1"
"1351","Ammolabrus","dicrus","Ammolabrus dicrus","7-18m",NA
"1352","Cymolutes","praetextatus","Cymolutes praetextatus","1-27m","1"
"1353","Cymolutes","torquatus","Cymolutes torquatus","2-25m","1"
"1354","Iniistius","aneitensis","Iniistius aneitensis","4-92m","1"
"1355","Iniistius","celebicus","Iniistius celebicus","7-20m","1"
"1356","Iniistius","geisha","Iniistius geisha",NA,NA
"1357","Iniistius","melanopus","Iniistius melanopus","6-15m",NA
"1358","Iniistius","pavo","Iniistius pavo","1-100m","1"
"1359","Iniistius","pentadactylus","Iniistius pentadactylus","2-32m(10-50m)",NA
"1360","Novaculichthys","taeniourus","Novaculicthys taeniourus","1-30m(1-35m)","1"
"1361","Novaculoides","macrolepidotus","Novaculoides macrolepidotus","1-25m","1"
"1362","Novaculops","halsteadi","Novaculops halsteadi","15-≥91m",NA
"1363","Anampses","caeruleopunctatus","Anampses caeruleopunctatus","1-30m","1"
"1364","Anampses","geographicus","Anampses geographicus","3-25m","1"
"1365","Anampses","melanurus","Anampses melanurus","12-≥101m","1"
"1366","Anampses","meleagrides","Anampses meleagrides","1-60m","1"
"1367","Anampses","neoguinaicus","Anampses neoguinaecus","4-30m","1"
"1368","Anampses","twistii","Anampses twistii","1-30m","1"
"1369","Coris","aygula","Coris aygula","1-50m","1"
"1370","Coris","batuensis","Coris batuensis","1-34m","1"
"1371","Coris","dorsomacula","Coris dorsomacula","2-45m","1"
"1372","Coris","gaimard","Coris gaimard","1-78m","1"
"1373","Gomphosus","varius","Gomphosus varius","1-35m","1"
"1374","Halichoeres","marginatus","Halichoeres annularis","1-30m","1"
"1375","Halichoeres","biocellatus","Halichoeres biocellatus","4-50m","1"
"1376","Halichoeres","chloropterus","Halichoeres chloropterus","1-10m","1"
"1377","Halichoeres","chrysus","Halichoeres chrysus","2-70m","1"
"1378","Halichoeres","claudia","Halichoeres claudia","1-35m","1"
"1379","Halichoeres","hartzfeldii","Halichoeres hartzfeldii","1-85m","1"
"1380","Halichoeres","hortulanus","Halichoeres hortulanus","1-≥31m","1"
"1381","Halichoeres","leucurus","Halichoeres leucurus","1-15m","1"
"1382","Halichoeres","margaritaceus","Halichoeres margaritaceus","0-5m","1"
"1383","Halichoeres","melanurus","Halichoeres melanurus","2-15m","1"
"1384","Halichoeres","melasmapomus","Halichoeres melasmapomus","10-81m","1"
"1385","Halichoeres","nebulosus","Halichoeres nebulosus","1-40m","1"
"1386","Halichoeres","nigrescens","Halichoeres nigrescens","2-25m","1"
"1387","Halichoeres","pallidus","Halichoeres pallidus","30-75m","1"
"1388","Halichoeres","papilionaceus","Halichoeres papilionaceus","0-5m","1"
"1389","Halichoeres","podostigma","Halichoeres podostigma","1-12m","1"
"1390","Halichoeres","prosopeion","Halichoeres prosopeion","2-45m","1"
"1391","Halichoeres","richmondi","Halichoeres richmondi","1-20m","1"
"1392","Halichoeres","scapularis","Halichoeres scapularis","0-20m","1"
"1393","Halichoeres","trimaculatus","Halichoeres trimaculatus","0-30m","1"
"1394","Hemigymnus","fasciatus","Hemigymnus fasciatus","1-25m","1"
"1395","Hemigymnus","melapterus","Hemigymnus melapterus","1-40m","1"
"1396","Hologymnosus","annulatus","Hologymnosus annulatus","1-40m","1"
"1397","Hologymnosus","doliatus","Hologymnosus doliatus","1-45m","1"
"1398","Macropharyngodon","meleagris","Macropharyngodon meleagris","1-≥51m","1"
"1399","Macropharyngodon","negrosensis","Macropharyngodon negrosensis","8-40m","1"
"1400","Pseudocoris","aurantiofasciata","Pseudocoris aurantiofasciata","25-91m","1"
"1401","Pseudocoris","heteroptera","Pseudocoris heteroptera","1-54m","1"
"1402","Pseudocoris","yamashiroi","Pseudocoris yamashiroi","5-≥81m","1"
"1403","Pseudojuloides","n sp IP cf Atavai Saipan,Gu,Wake",NA,"12-48m",NA
"1404","Pseudojuloides","severnsi","Pseudojuloides severnsi","12-45m",NA
"1405","Pseudojuloides","splendens","Pseudojuloides splendens","2-66(104?)m","1"
"1406","Pseudojuloides","zeus","Pseudojuloides zeus","79-88m","1"
"1407","Stethojulis","bandanensis","Stethojulis bandanensis","0-30m","1"
"1408","Stethojulis","strigiventer","Stethojulis strigiventer","0≥20m","1"
"1409","Stethojulis","trilineata","Stethojulis trilineata","1-20m","1"
"1410","Thalassoma","amblycephalum","Thalassoma amblycephalum","1-24m","1"
"1411","Thalassoma","hardwicke","Thalassoma hardwicke","0-15m(1-25m)","1"
"1412","Thalassoma","jansenii","Thalassoma janseni","0-15m(1-25m)","1"
"1413","Thalassoma","lunare","Thalassoma lunare","0.5-30m","1"
"1414","Thalassoma","lutescens","Thalassoma lutescens","1-30m","1"
"1415","Thalassoma","purpureum","Thalassoma purpureum","1-20m","1"
"1416","Thalassoma","quinquevittatum","Thalassoma quinquevittatum","1-40m, us <12m","1"
"1417","Thalassoma","trilobatum","Thalassoma trilobatum","1-10m","1"
"1418","Diproctacanthus","xanthurus","Diproctacanthus xanthurus","2-25m","1"
"1419","Labrichthys","unilineatus","Labrichthys unilineatus","1-20m","1"
"1420","Labroides","bicolor","Labroides bicolor","2-40m","1"
"1421","Labroides","dimidiatus","Labroides dimidiatus","1-100m","1"
"1422","Labroides","pectoralis","Labroides pectoralis","2-30m","1"
"1423","Labroides","rubrolabiatus","Labroides rubrolabiatus","1-30m","1"
"1424","Labropsis","alleni","Labropsis alleni","4-52m","1"
"1425","Labropsis","micronesica","Labropsis micronesica",NA,"1"
"1426","Labropsis","xanthonota","Labropsis xanthonota","1-55m","1"
"1427","Pseudodax","moluccanus","Pseudodax moluccanus","3-60m","1"
"1428","Cheilio","inermis","Cheilio inermis","0-35m","1"
"1429","Bolbometopon","muricatum","Bolbometopon muricatum","1-50m","1"
"1430","Calotomus","carolinus","Calotomus carolinus","1-71m","1"
"1431","Calotomus","spinidens","Calotomus spinidens","1-25m","1"
"1432","Cetoscarus","ocellatus","Cetoscarus ocellatus","1-30m(25-70m)","1"
"1433","Chlorurus","bleekeri","Chlorurus bleekeri","2-35m","1"
"1434","Chlorurus","bowersi","Chlorurus bowersi","2-20m","1"
"1435","Chlorurus","frontalis","Chlorurus frontalis","1-40m","1"
"1436","Chlorurus","japanensis","Chlorurus japanensis","1-20m","1"
"1437","Chlorurus","microrhinos","Chlorurus microrhinos","1-50m","1"
"1438","Chlorurus","spilurus","Chlorurus spilurus","1-50m","1"
"1439","Hipposcarus","longiceps","Hipposcarus longiceps","5-40m","1"
"1440","Leptoscarus","vaigiensis","Leptoscarus vaigiensis","0.5-15m","1"
"1441","Scarus","altipinnis","Scarus altipinnis","1-50m","1"
"1442","Scarus","niger","Scarus niger","2-≥21m","1"
"1443","Scarus","chameleon","Scarus chameleon","1-35m","1"
"1444","Scarus","dimidiatus","Scarus dimidiatus","1-25m","1"
"1445","Scarus","festivus","Scarus festivus","1-30m","1"
"1446","Scarus","flavipectoralis","Scarus flavipectoralis","8-40m","1"
"1447","Scarus","forsteni","Scarus forsteni","3-30m","1"
"1448","Scarus","frenatus","Scarus frenatus","1-25m","1"
"1449","Scarus","fuscocaudalis","Scarus fuscocaudalis","20-45m",NA
"1450","Scarus","globiceps","Scarus globiceps","1-30m","1"
"1451","Scarus","hypselopterus","Scarus hypselopterus","10-30m","1"
"1452","Scarus","longipinnis","Scarus longipinnis","4-55m",NA
"1453","Scarus","oviceps","Scarus oviceps","1-20m","1"
"1454","Scarus","prasiognathos","Scarus prasiognathos","3-25m","1"
"1455","Scarus","psittacus","Scarus psittacus","1-47m","1"
"1456","Scarus","ghobban","Scarus pyrrostethus","3-105m","1"
"1457","Scarus","quoyi","Scarus quoyi","2-18m","1"
"1458","Scarus","rivulatus","Scarus rivulatus","1-20m","1"
"1459","Scarus","rubroviolaceus","Scarus rubroviolaceus","1-70m","1"
"1460","Scarus","schlegeli","Scarus schlegeli","1-50m","1"
"1461","Scarus","spinus","Scarus spinus","2-25m","1"
"1462","Scarus","tricolor","Scarus tricolor","8-75m","1"
"1463","Scarus","xanthopleura","Scarus xanthopleura","3-30m","1"
"1464","Parapercis","altipinnis","Parapercis altipinnis","8–65 m",NA
"1465","Parapercis","aurantiaca","Parapercis aurantiaca",NA,"1"
"1466","Parapercis","clathrata","Parapercis clathrata","2-≥91m","1"
"1467","Parapercis","cylindrica","Parapercis cylindrica","0-45m","1"
"1468","Parapercis","fuscolineata","Parapercis fuscolineata","170-355m(250-578m)",NA
"1469","Parapercis","millepunctata","Parapercis millipunctata","3-50m","1"
"1470","Parapercis","multiplicata","Parapercis multiplicata","4-40m",NA
"1471","Parapercis","n sp Pohnpei Allen",NA,NA,NA
"1472","Parapercis","pacifica","Parapercis pacifica","0-6m",NA
"1473","Parapercis","schauinslandii","Parapercis schauinslandi","7-170m(>20)","1"
"1474","Parapercis","tetracantha","Parapercis tetracantha","4-43m","1"
"1475","Parapercis","xanthozona","Parapercis xanthozona","1-30m","1"
"1476","Trichonotus","elegans","Trichonotus elegans","1-40m","1"
"1477","Trichonotus","setiger","Trichonotus setiger","1-60m","1"
"1478","Chrionema","chryseres","Chrionema chryseres","183mOahu;302-304mJI;520m",NA
"1479","Chrionema","squamiceps","Chrionema squamiceps","174-600m;350-396mJI",NA
"1480","Uranoscopus","bicinctus","Uranoscopus bicinctus","5-100m","1"
"1481","Uranoscopus","sulphureus","Uranoscopus sulphureus","5-150m",NA
"1482","Ceratobregma","helenae","Ceratobregma helenae","1-40m",NA
"1483","Enneapterygius","bahasa","Enneapterygius bahasa","0.1-18m","1"
"1484","Enneapterygius","cheni","Enneapterygius cheni","tidep-15m",NA
"1485","Enneapterygius","nanus","Enneapterygius nanus","0-30m","1"
"1486","Enneapterygius","niger","Enneapterygius niger","tidep-15m",NA
"1487","Enneapterygius","nigricauda","Enneapterygius nigricauda","0-12m",NA
"1488","Enneapterygius","niue","Enneapterygius niue",NA,NA
"1489","Enneapterygius","pallidoserialis","Enneapterygius pallidoserialis","0-8m",NA
"1490","Enneapterygius","pallidus","Enneapterygius pallidus","0.5–5m",NA
"1491","Enneapterygius","philippinus","Enneapterygius philippinus","0.1-8m","1"
"1492","Enneapterygius","phoenicosoma","Enneapterygius phoenicosoma","0.5-1",NA
"1493","Enneapterygius","pyramis","Enneapterygius pyramis","tidep-30m",NA
"1494","Enneapterygius","rhabdotus","Enneapterygius rhabdotus","1-10m","1"
"1495","Enneapterygius","tutuilae","Enneapterygius tutuilae","0-55m","1"
"1496","Enneapterygius","unid. Spp.",NA,NA,NA
"1497","Enneapterygius","unimaculatus","Enneapterygius unimaculatus","0-6m","1"
"1498","Helcogramma","aquila","Helcogramma aquila","0-6m","?"
"1499","Helcogramma","capidata","Helcogramma capidata","0-30m(>3m)","1"
"1500","Helcogramma","chica","Helcogramma chica","0.1-32m","1"
"1501","Helcogramma","hudsoni","Helcogramma hudsoni","0-3m",NA
"1502","Helcogramma","sp. 7 Fricke, 1997 cf ellioti nsp Williams",NA,"1-21m",NA
"1503","Helcogramma","striata","Helcogramma striata","1-20m","1"
"1504","Norfolkia","brachylepis","Norfolkia brachylepis","1-25m",NA
"1505","Ucla","xenogrammus","Ucla xenogrammus","2-41m","1"
"1506","unid. Spp.","unid. Spp.",NA,NA,NA
"1507","Aspidontus","dussumieri","Aspidontus dussumieri","1-25m","1"
"1508","Aspidontus","taeniatus","Aspidontus taeniatus taeniatus","1-30m","1"
"1509","Meiacanthus","atrodorsalis","Meiacanthus atrodorsalis atrodorsalis","1-48m","1"
"1510","Meiacanthus","ditrema","Meiacanthus ditrema","3-30m","1"
"1511","Meiacanthus","grammistes","Meiacanthus grammistes","1-45m","1"
"1512","Meiacanthus","limbatus","Meiacanthus limbatus","0-10mHelen;35-41mManus","1"
"1513","Petroscirtes","breviceps","Petroscirtes breviceps","1-25m","1"
"1514","Petroscirtes","mitratus","Petroscirtes mitratus","0.5-12m","1"
"1515","Petroscirtes","thepassii","Petroscirtes thepasi","1-5m","1"
"1516","Petroscirtes","variabilis","Petroscirtes variabilis","1-10m","1"
"1517","Petroscirtes","xestus","Petroscirtes xestus","0-11m","1"
"1518","Plagiotremus","laudandus","Plagiotremus laudandus laudandus","1-35m","1"
"1519","Plagiotremus","rhinorhynchos","Plagiotremus rhinorhynchus","1-40m","1"
"1520","Plagiotremus","tapeinosoma","Plagiotremus tapienosoma","1-45m","1"
"1521","Xiphasia","matsubarai","Xiphasia matsubarai","57m",NA
"1522","Enchelyurus","kraussii","Enchelyurus kraussii","0-10m",NA
"1523","Omobranchus","obliquus","Omobranchus obliquus","0-2m","1"
"1524","Omox","biporos","Omox biporos","0-3m","1"
"1525","Parenchelyurus","hepburni","Parenchelyurus hepburni","0-2m",NA
"1526","Ecsenius","axelrodi","Ecsenius axelrodi","8-40m","1"
"1527","Ecsenius","bandanus","Ecsenius bandanus","2-15m","1"
"1528","Ecsenius","bicolor","Ecsenius bicolor","1-25m","1"
"1529","Ecsenius","midas","Ecsenius midas","2-30m","1"
"1530","Ecsenius","opsifrontalis","Ecsenius opsifrontalis",NA,"1"
"1531","Ecsenius","sellifer","Ecsenius sellifer","1-8m","1"
"1532","Ecsenius","yaeyamaensis","Ecsenius yaeyamaensis","1-20m","1"
"1533","Alticus","arnoldorum","Alticus arnoldorum","supratidal-5m",NA
"1534","Atrosalarias","holomelas","Atrosalarias holomelas","1-20m","1"
"1535","Blenniella","caudolineata","Blenniella caudolineata","0-3m","1"
"1536","Blenniella","chrysospilos","Blenniella chrysospilos","0-6m","1"
"1537","Blenniella","gibbifrons","Blenniella gibbifrons","1-6m",NA
"1538","Blenniella","interrupta","Blenniella interrupta","0-3m","1"
"1539","Blenniella","paula","Blenniella paula","0-2m","1"
"1540","Cirripectes","auritus","Cirripectes auritus","6-20m","1"
